Date,Close_Oil,High_Oil,Low_Oil,Open_Oil,Volume_Oil,Oil_Return,Close_USD,High_USD,Low_USD,Open_USD,Volume_USD,USDNGN_Return
2014-02-27,108.95999908447266,109.41999816894533,108.63999938964844,109.3000030517578,5476,-0.005126316330078285,164.6999969482422,163.6300048828125,163.6199951171875,163.6300048828125,0,-0.004845576162714422
2014-02-28,109.06999969482422,109.36000061035156,108.4000015258789,108.83999633789062,5667,0.0010090411438851924,165.0,165.0,162.72000122070312,162.72000122070312,0,0.0018198552461774395
2014-03-03,111.1999969482422,112.37999725341795,110.37000274658205,110.37000274658205,8433,0.019340479229946028,162.88999938964844,165.10000610351562,162.5800018310547,163.22000122070312,0,-0.012870351278083707
2014-03-04,109.3000030517578,111.8000030517578,109.02999877929688,111.41999816894533,6049,-0.017233931269192728,163.8000030517578,164.5,161.99000549316406,162.9499969482422,0,0.005571067427471984
2014-03-05,107.76000213623048,109.2699966430664,107.54000091552734,109.16000366210938,6452,-0.014189871177350322,164.39999389648438,164.39999389648438,161.50999450683594,162.22000122070312,0,0.0036562554461025162
2014-03-06,108.0999984741211,108.52999877929688,107.37999725341795,107.5999984741211,7905,0.003150158603650539,163.6999969482422,164.4499969482422,162.0500030517578,163.6999969482422,0,-0.004266979761363635
2014-03-07,109.0,109.08000183105467,107.83000183105467,108.3000030517578,6678,0.00829117169941983,164.39999389648438,164.39999389648438,160.8300018310547,160.8300018310547,0,0.004266979761363685
2014-03-10,108.08000183105467,108.66999816894533,107.76000213623048,108.56999969482422,5500,-0.008476171635539815,162.72000122070312,164.25,162.66000366210938,162.74000549316406,0,-0.01027150569395879
2014-03-11,108.5500030517578,108.66999816894533,107.87000274658205,107.87000274658205,4841,0.004339213844540953,164.3000030517578,164.3000030517578,162.8000030517578,162.85000610351562,0,0.009663103815411463
2014-03-12,108.0199966430664,108.5500030517578,107.63999938964844,108.31999969482422,5810,-0.0048945603503636305,165.0,165.0,162.49000549316406,162.77000427246094,0,0.004251430283056318
2014-03-13,107.38999938964844,108.47000122070312,106.98999786376952,108.2300033569336,2507,-0.005849301901160595,164.5,164.5,162.16000366210938,162.16000366210938,0,-0.003034903695154047
2014-03-14,108.56999969482422,108.6500015258789,107.3000030517578,107.5999984741211,403,0.010928061246273778,164.60000610351562,164.60000610351562,162.49000549316406,164.0,0,0.0006077551184391491
2014-03-17,108.54000091552734,108.54000091552734,108.54000091552734,108.54000091552734,6790,-0.00027634636270510457,162.13999938964844,162.74000549316406,162.22000122070312,162.25,0,-0.015058169528653666
2014-03-18,106.79000091552734,106.83000183105467,105.86000061035156,106.38999938964844,7074,-0.016254479313579193,164.6999969482422,164.6999969482422,162.1999969482422,162.1999969482422,0,0.01566546285919107
2014-03-19,105.8499984741211,106.8000030517578,105.72000122070312,106.58999633789062,8119,-0.00884131459121919,164.1999969482422,164.1999969482422,162.35000610351562,162.6300048828125,0,-0.003040440221689446
2014-03-20,106.4499969482422,106.73999786376952,105.4499969482422,105.8000030517578,7396,0.005652379505635089,164.60000610351562,164.8000030517578,162.6300048828125,163.42999267578125,0,0.0024331468911519766
2014-03-21,106.91999816894533,107.76000213623048,106.08000183105467,106.23999786376952,4245,0.004405511474227566,164.60000610351562,165.0,162.5,162.5,0,0.0
2014-03-24,106.80999755859376,107.4800033569336,106.4499969482422,106.76000213623048,5090,-0.0010293419011184162,162.83999633789062,164.85000610351562,162.86000061035156,162.91000366210938,0,-0.010750224178091596
2014-03-25,106.98999786376952,107.47000122070312,106.61000061035156,106.6999969482422,4372,0.001683819939742921,164.6999969482422,164.6999969482422,162.0,162.0,0,0.011357517508629058
2014-03-26,107.02999877929688,107.31999969482422,106.48999786376952,107.16999816894533,4838,0.0003738054071635194,165.0,164.75,162.69000244140625,162.97000122070312,0,0.0018198552461774395
2014-03-27,107.83000183105467,107.97000122070312,106.77999877929688,107.0,4863,0.007446772283878472,164.6999969482422,164.6999969482422,162.6999969482422,162.7100067138672,0,-0.0018198552461775011
